Category;Project;Repository URL;Description;Homepage;License;Languages;Tags/Topics;Last Update;Latest Release;First Release;
Other;rl-testbed-for-energyplus;https://github.com/IBM/rl-testbed-for-energyplus;Reinforcement Learning Testbed for Power Consumption Optimization using EnergyPlus.;;MIT License;Python;;2023-01-31;;;
Other;simses;https://gitlab.lrz.de/open-ees-ses/simses;Software for techno-economic Simulation of Stationary Energy Storage Systems.;;BSD 3-Clause License;Python;;2023-02-10;;;
Other;snl-quest;https://github.com/snl-quest/snl-quest;An open source, Python-based software application suite for energy storage simulation and analysis developed by Sandia National Laboratories.;;BSD 3-Clause License;Python, kvlang;energy-storage, pyomo, kivy, sandia-national-laboratories, optimization, python;2022-12-01;2022-08-25;2018-09-11;
Other;solaR;https://github.com/oscarperpinan/solar;Allows for reproducible research both for photovoltaics systems performance and solar radiation.;;GNU General Public License v3.0;R;;2021-10-18;2014-04-27;2013-10-10;
Other;solar-data-tools;https://github.com/slacgismo/solar-data-tools;Data analysis tools for working with historical PV solar time-series data sets.;;BSD 2-Clause "Simplified" License;Jupyter Notebook;;2023-05-01;2023-05-01;2020-02-13;
Other;solariot;https://github.com/meltaxa/solariot;Leverage your IoT enabled Solar PV Inverter to stream your solar energy usage data to a real time dashboard.;;MIT License;Python;freeboard, iot, solar-energy, sungrow-inverter, dashboard, pvoutput, modbus-sungrow, dweet, influxdb, telemetry;2023-03-15;;;
Other;solarpy;https://github.com/aqreed/solarpy;This package aims to provide a reliable solar radiation model, mainly based on the work of Duffie, J.A., and Beckman, W. A., 1974,"Solar energy thermal processes".;;MIT License;Python;solar-energy, solar-cells, sun-position, beam-irradiance, photovoltaic, python, modeling, simulation, flight-simulation;2019-09-22;2019-09-22;2019-08-07;
Other;solax;https://github.com/squishykid/solax;Read energy usage data from the real-time API on Solax solar inverters.;;MIT License;Python;solax, solar, photovoltaic, home-automation, iot, raspberry-pi;2022-12-21;2022-09-11;2019-06-15;
Other;solcore5;https://github.com/qpv-research-group/solcore5;A multi-scale, Python-based library for the modeling of solar cells and semiconductor materials.;;GNU Lesser General Public License v3.0 or later;Python;photovoltaic, semiconductor, solar-cells, python, hacktoberfest;2023-04-06;2023-02-18;2017-11-03;
Other;teb;https://github.com/TEB-model/teb;A library to calculate the urban surface energy balance at neighborhood scale assuming a simplified canyon geometry.;;CeCILL License 2.1;Fortran;energy-balance-model, urban-meteorology, land-surface-model, meteorology, building-energy, energy-model, energy-consumption, energy-simulation, urban-planning, atmospheric-modelling, environmental-modelling, cmake, teb, town-energy-balance, urban-energy-budget, forecasting-model;2021-12-13;2021-12-13;2019-04-14;
Other;tespy;https://github.com/oemof/tespy;Provides a powerful simulation toolkit for thermal engineering plants such as power plants, district heating systems or heat pumps.;;MIT License;Python;thermodynamics, process-engineering, cooling, heating, energy-system, powerplant, python, simulation, exergy, refrigeration, thermodynamic-cycles;2023-04-18;2022-10-14;2019-02-02;
Other;thermo;https://github.com/CalebBell/thermo;Thermodynamics, phase equilibrium, transport properties and chemical database component of Chemical Engineering Design Library.;;MIT License;Python;thermodynamics, chemistry, cheminformatics, chemical-engineering, mechanical-engineering, viscosity, density, heat-capacity, thermal-conductivity, surface-tension, combustion, environmental-engineering, solubility, vapor-pressure, equation-of-state, molecule, process-simulation, physics;2023-04-23;2023-04-23;2017-02-09;
Other;time series;https://github.com/Open-Power-System-Data/time_series;Contains scripts that compile time series data of the European power system.;;MIT License;Python, Jupyter Notebook;;2020-10-06;2020-10-06;2016-06-07;
Other;tsam;https://github.com/FZJ-IEK3-VSA/tsam;A Python package which uses different machine learning algorithms for the aggregation of time series.;;MIT License;Python;clustering, timeseries, energy-system, typical-periods, optimization, aggregation, python, time-series;2023-01-23;2022-11-29;2017-05-15;
Other;tsib;https://github.com/FZJ-IEK3-VSA/tsib;A Python package that builds up on different databases and models for creating consistent demand and production time series of residential buildings.;;MIT License;Python;;2023-03-22;;;
Other;turbinesFoam;https://github.com/turbinesFoam/turbinesFoam;A library for simulating wind and marine hydrokinetic turbines in OpenFOAM using the actuator line method.;;Other;C++, C;openfoam, turbines, airfoils, blade-element, actuator-line, wind-energy;2022-05-16;2019-11-15;2015-04-30;
Other;universal-battery-database;https://github.com/Samuel-Buteau/universal-battery-database;The Universal Battery Database is an open source software for managing Lithium-ion cell data.;;Apache License 2.0;Python;lithium-ion, universal-battery-database, lithium-ion-cells, tensorflow, ml, deep-learning;2020-05-24;;;
Other;waiwera;https://github.com/waiwera/waiwera;A parallel, open-source geothermal flow simulator.;;GNU Lesser General Public License v3.0;Fortran;geothermal, reservoir-simulation, reservoir-modeling, parallel, petsc;2022-06-28;2022-06-28;2016-11-03;
Other;whobs-server;https://github.com/PyPSA/whobs-server;This is the code for the online optimization of zero-direct-emission electricity systems with wind, solar and storage (using batteries and electrolysed hydrogen gas) to provide a baseload electricity demand, using the cost and other assumptions of your choice.;;GNU Affero General Public License v3.0;Python, JavaScript, HTML;;2023-03-20;;;
Other;windrose;https://github.com/python-windrose/windrose;A graphic tool used by meteorologists to give a succinct view of how wind speed and direction are typically distributed at a particular location.;;BSD 3-Clause License / CECILL-B License;Python, Jupyter Notebook;python, matplotlib, windrose, wind, speed, pandas, numpy;2023-05-03;2022-12-20;2017-07-30;
Other;wtphm;https://github.com/lkev/wtphm;The Wind Turbine Prognostics and Health Management library processes wind turbine events data, as well as operational SCADA data for easier fault detection, prognostics or reliability research.;;GNU General Public License v3.0;Python;wind-turbine, wind-energy, fault-detection, machine-learning, scada;2021-01-07;2020-04-06;2020-04-06;
Platform;EF-Pi;https://github.com/flexiblepower/fpai-core;Platform & interface providing a runtime environment that makes it possible to quickly design and implement new energy services and smart appliances;https://flexiblepower.github.io/technology/efpi/;Apache License 2.0;JavaScript, Java;;2017-02-01;2015-05-12;2013-10-14;
Platform;GXF;https://github.com/OSGP/open-smart-grid-platform;Software platform that enables hardware monitoring and control in the public space;https://www.lfenergy.org/projects/gxf/;Apache License 2.0;Java;iot-platform, smartmetering, public-lighting, distribution-automation, dlms, iec61850, oslp, cucumber-tests, java, springframework;2023-05-05;2022-09-13;2020-08-18;
Platform;OperatorFabric;https://github.com/opfab/operatorfabric-core;Modular, extensible, industrial-strength, and field-tested platform for systems operators;https://opfab.github.io/;Mozilla Public License 2.0;Java, TypeScript, JavaScript, Gherkin;energy, platform, collaboration, linux-foundation, hypervision, alerting;2023-04-24;2023-04-17;2021-11-08;
Platform;RIAPS;https://github.com/RIAPS/riaps-core;Software platform for building distributed real-time embedded applications using a component-oriented approach;https://riaps.isis.vanderbilt.edu/;Apache License 2.0;C++;;2020-09-14;2020-09-14;2018-08-23;
Platform;SEAPATH;https://github.com/seapath;Aims at developing a “reference design” and “industrial grade” open source real-time platform that can run virtualized automation and protection application;https://www.lfenergy.org/projects/SEAPATH/;Apache License 2.0;;;;;;
Simulation;DPsim;https://github.com/sogno-platform/dpsim;Real-time power system simulator (powerflow, dynamic phasors, EMT);https://dpsim.fein-aachen.org/;Mozilla Public License 2.0;C++;simulation, real-time, dynamic-phasors, powerflow, electromagnetic-transient, power-systems, emt, quasi-stationary;2023-03-24;2022-12-09;2017-12-26;
Simulation;DistAIX;https://git.rwth-aachen.de/acs/public/simulation/DistAIXFramework/distaix;Simulator for cyber-physical power systems that makes use of high performance computing techniques to scale up the simulation;https://www.fein-aachen.org/projects/distaix/;GNU General Public License v3.0;C++;;2022-04-29;;;
Simulation;GSEE;https://github.com/renewables-ninja/gsee;Global Solar Energy Estimator: Solar energy simulation library designed for rapid calculations and ease of use;;BSD 3-Clause "New" or "Revised" License;Python;solar, pandas, energy, irradiance, photovoltaic, pv, electricity, ninja;2020-07-21;2019-07-23;2017-11-23;
Simulation;HELICS;https://github.com/GMLC-TDC/HELICS;Hierarchical Engine for Large-scale Infrastructure Co-Simulation;https://helics.org/;BSD 3-Clause "New" or "Revised" License;C++, C;simulation, co-simulation, power-grids, simulation-framework;2023-03-27;2023-01-20;2019-10-27;
Simulation;MATPOWER;https://github.com/MATPOWER/matpower;Steady state power flow simulation and optimization for MATLAB and Octave;https://matpower.org/;BSD 3-Clause "New" or "Revised" License;MATLAB;matpower, matpower-github;2023-03-29;2022-12-22;2005-02-14;
Simulation;Mosaik;https://gitlab.com/mosaik/mosaik;Mosaik is a flexible Smart Grid co-simulation framework.;https://mosaik.offis.de/;GNU Lesser General Public License v2.1;Python;;2023-04-26;2023-01-11;2019-11-01;
Simulation;OpenDSS;https://sourceforge.net/projects/electricdss;EPRI Distribution System Simulator;https://smartgrid.epri.com/SimulationTool.aspx;BSD 3-Clause "New" or "Revised" License;Delphi;;;;;
Simulation;PYPOWER;https://github.com/rwl/PYPOWER;Port of MATPOWER to Python;;BSD 3-Clause "New" or "Revised" License;Python;;2023-03-29;2023-03-29;2011-07-07;
Simulation;PowerSimData;https://github.com/Breakthrough-Energy/PowerSimData;Simulation framework to carry out power flow study in the U.S. electrical grid;https://breakthrough-energy.github.io/docs/;MIT License;Python;;2023-02-23;2022-12-10;2019-07-22;
Simulation;PowerSimulationsDynamics.jl;https://github.com/NREL-SIIP/PowerSimulationsDynamics.jl;Julia package to run Dynamic Power System simulations;https://www.nrel.gov/analysis/siip.html;BSD 3-Clause "New" or "Revised" License;Julia;simulations, julia, dynamic, powersystems;2023-05-05;2023-02-20;2020-07-25;
Simulation;PyPSA-Eur;https://github.com/PyPSA/pypsa-eur;Open Optimisation Model of the European Transmission System;https://pypsa-eur.readthedocs.io/;GNU General Public License v3.0 or later;Python;snakemake, energy, energy-system, power-systems, energy-model, pypsa, energy-system-model, energy-systems;2023-05-07;2023-03-18;2019-10-28;
Simulation;PyPSA;https://github.com/PyPSA/PyPSA;Python for Power System Analysis;https://pypsa.org/;GNU General Public License v3.0 or later;Python;python, loadflow, optimisation, pyomo, energy-system, power-systems-analysis, optimal-power-flow, powerflow, energy, energy-systems, pypsa, power-flow, power-systems, renewable-energy, electrical-engineering, capacity-expansion-planning, clean-energy, climate-change, renewables;2023-05-08;2023-02-16;2016-11-26;
Simulation;REISE.jl;https://github.com/Breakthrough-Energy/REISE.jl;Renewable Energy Integration Simulation Engine;https://breakthrough-energy.github.io/docs/;MIT License;Julia, Python;;2023-02-22;2021-06-14;2020-07-28;
Simulation;TEASER;https://github.com/RWTH-EBC/TEASER;Tool for Energy Analysis and Simulation for Efficient Retrofit;;MIT License;Python;python, simulation, buildings, urban-energy-modeling, hacktoberfest;2022-08-16;2021-07-23;2016-03-22;
Simulation;VILLAScontroller;https://git.rwth-aachen.de/acs/public/villas/controller;VILLAScontroller is a set of Python scripts to control the different components which comprise a co-simulation: Simulators, Gateway-nodes, Databases.;https://fein-aachen.org/projects/villas-controller/;GNU General Public License v3.0;Python;;2023-05-02;2023-05-02;2018-06-05;
Simulation;VILLASdataprocessing;https://git.rwth-aachen.de/acs/public/villas/dataprocessing;VILLASdataprocessing is a collection of Python utitlities to support post-processing of power system simulation results.;;Apache License 2.0;Python;;2022-12-16;2021-06-02;2018-01-14;
Simulation;VILLASfpga;https://git.rwth-aachen.de/acs/public/villas/fpga/fpga;VILLASfpga is an extension to VILLASnode for hard real-time / FPGA-supported simulation.;https://fein-aachen.org/projects/villas-fpga/;GNU General Public License v3.0;C++;;2023-03-21;;;
Simulation;VILLASweb;https://git.rwth-aachen.de/acs/public/villas/web;VILLASweb is a Javascript/React-based web frontend to manage simulators, simulations and models. It provides an interface to monitor and interact with simulations in real-time.;https://fein-aachen.org/projects/villas-web/;GNU General Public License v3.0;JavaScript;;2023-05-03;2015-10-16;2015-10-16;
Simulation;renpass;https://github.com/fraukewiese/renpass;Renewable Energy Pathways Simulation System;;GNU General Public License v3.0;R;;2017-03-13;;;
State Estimation;Distribution System State Estimator (DSSE);https://git.rwth-aachen.de/acs/public/automation/dsse;Matlab code of a voltage and current state estimator for distribution systems;https://www.fein-aachen.org/projects/dsse/;GNU General Public License v3.0;Matlab;matlab;2019-07-31;;;
State Estimation;pyVolt;https://git.rwth-aachen.de/acs/public/automation/se/pyvolt;State estimation and powerflow algorithms;;Mozilla Public License 2.0;Python;;2020-12-16;;;
